Running ibex deisgn in sky130hs
5000 runs will be executed
['CLK_PERIOD', 'CORE_UTILIZATION', 'ASPECT_RATIO', 'GP_PAD', 'DP_PAD', 'LAYER_ADJUST', 'PLACE_DENSITY', 'FLATTEN', 'ABC_CLOCK_PERIOD', 'PINS_DISTANCE', 'CTS_CLUSTER_SIZE', 'CTS_CLUSTER_DIAMETER', 'GR_OVERFLOW']
[5.3095, 28.0, 0.752, 1.0, 2.0, 0.3, 0.33, 1.0, 5000.0, 1.0, 22.0, 82.0, 1.0]
[7.6195, 29.0, 0.791, 3.0, 2.0, 0.2, 0.2, 0.0, 5000.0, 2.0, 38.0, 87.0, 1.0]
[6.8625, 26.0, 0.857, 0.0, 3.0, 0.5, 0.89, 1.0, 5000.0, 1.0, 31.0, 84.0, 1.0]
[5.0724, 33.0, 0.754, 3.0, 2.0, 0.2, 0.24, 0.0, 5000.0, 2.0, 21.0, 88.0, 1.0]
[5.6896, 28.0, 0.865, 2.0, 3.0, 0.2, 0.68, 0.0, 5000.0, 2.0, 25.0, 91.0, 1.0]
[5.6243, 27.0, 0.713, 3.0, 1.0, 0.2, 0.99, 1.0, 5000.0, 3.0, 13.0, 115.0, 1.0]
[5.8815, 32.0, 0.929, 2.0, 1.0, 0.6, 0.5, 0.0, 5000.0, 1.0, 29.0, 109.0, 1.0]
[5.0898, 35.0, 0.753, 0.0, 2.0, 0.5, 0.41, 0.0, 5000.0, 2.0, 38.0, 104.0, 1.0]
[6.4387, 29.0, 0.905, 3.0, 2.0, 0.2, 0.54, 1.0, 5000.0, 2.0, 12.0, 91.0, 1.0]
[5.3539, 26.0, 0.855, 2.0, 2.0, 0.6, 0.66, 0.0, 5000.0, 2.0, 18.0, 88.0, 1.0]
[7.271, 29.0, 0.911, 0.0, 1.0, 0.7, 0.31, 1.0, 5000.0, 3.0, 19.0, 116.0, 1.0]
[6.889, 35.0, 0.838, 3.0, 2.0, 0.3, 0.56, 1.0, 5000.0, 3.0, 12.0, 113.0, 1.0]
[5.8796, 30.0, 0.784, 0.0, 1.0, 0.6, 0.93, 0.0, 5000.0, 2.0, 12.0, 101.0, 1.0]
[6.3651, 28.0, 0.865, 1.0, 2.0, 0.6, 0.3, 0.0, 5000.0, 2.0, 21.0, 105.0, 1.0]
[7.4083, 29.0, 0.985, 0.0, 1.0, 0.5, 0.25, 1.0, 5000.0, 2.0, 36.0, 112.0, 1.0]
[6.4267, 30.0, 0.79, 2.0, 1.0, 0.3, 0.91, 1.0, 5000.0, 1.0, 15.0, 88.0, 1.0]
[7.2107, 32.0, 0.965, 3.0, 3.0, 0.1, 0.16, 0.0, 5000.0, 1.0, 24.0, 89.0, 1.0]
[7.231, 32.0, 0.931, 2.0, 3.0, 0.2, 0.73, 0.0, 5000.0, 2.0, 39.0, 90.0, 1.0]
[6.6364, 28.0, 0.974, 2.0, 3.0, 0.3, 0.36, 0.0, 5000.0, 3.0, 40.0, 97.0, 1.0]
[6.7689, 33.0, 0.857, 1.0, 0.0, 0.2, 0.83, 0.0, 5000.0, 2.0, 33.0, 117.0, 1.0]
[6.4344, 33.0, 0.916, 3.0, 4.0, 0.3, 0.1, 0.0, 5000.0, 1.0, 30.0, 89.0, 1.0]
[5.1732, 30.0, 0.716, 2.0, 2.0, 0.4, 0.73, 1.0, 5000.0, 2.0, 31.0, 102.0, 1.0]
[6.3155, 26.0, 0.735, 1.0, 1.0, 0.1, 0.84, 0.0, 5000.0, 2.0, 17.0, 95.0, 1.0]
[5.7489, 27.0, 0.885, 1.0, 3.0, 0.5, 0.96, 0.0, 5000.0, 2.0, 38.0, 99.0, 1.0]
[6.6087, 25.0, 0.963, 3.0, 4.0, 0.1, 0.71, 1.0, 5000.0, 2.0, 11.0, 108.0, 1.0]
[6.1747, 30.0, 0.86, 1.0, 3.0, 0.6, 0.99, 1.0, 5000.0, 2.0, 11.0, 96.0, 1.0]
[7.2749, 26.0, 0.997, 4.0, 3.0, 0.2, 0.21, 1.0, 5000.0, 3.0, 30.0, 104.0, 1.0]
[6.8477, 31.0, 0.776, 1.0, 3.0, 0.4, 0.47, 0.0, 5000.0, 2.0, 33.0, 95.0, 1.0]
[7.8248, 29.0, 0.917, 2.0, 4.0, 0.2, 0.71, 0.0, 5000.0, 1.0, 23.0, 104.0, 1.0]
[6.2526, 26.0, 0.975, 1.0, 4.0, 0.2, 0.16, 0.0, 5000.0, 3.0, 36.0, 103.0, 1.0]
[7.3218, 31.0, 0.838, 1.0, 1.0, 0.2, 0.87, 0.0, 5000.0, 1.0, 19.0, 118.0, 1.0]
[5.0608, 27.0, 0.906, 1.0, 2.0, 0.4, 0.31, 0.0, 5000.0, 2.0, 35.0, 117.0, 1.0]
[5.255, 31.0, 0.82, 1.0, 3.0, 0.1, 0.13, 1.0, 5000.0, 2.0, 30.0, 90.0, 1.0]
[6.7993, 30.0, 0.897, 1.0, 2.0, 0.3, 0.17, 0.0, 5000.0, 3.0, 31.0, 105.0, 1.0]
[6.5186, 32.0, 0.751, 2.0, 3.0, 0.7, 0.24, 1.0, 5000.0, 2.0, 31.0, 89.0, 1.0]
[6.4118, 33.0, 0.922, 4.0, 3.0, 0.2, 0.91, 0.0, 5000.0, 1.0, 39.0, 107.0, 1.0]
[5.5035, 30.0, 0.766, 1.0, 4.0, 0.7, 0.98, 1.0, 5000.0, 2.0, 34.0, 99.0, 1.0]
[5.5042, 27.0, 0.892, 1.0, 3.0, 0.4, 0.13, 0.0, 5000.0, 1.0, 27.0, 101.0, 1.0]
[6.1768, 28.0, 0.853, 0.0, 3.0, 0.3, 0.35, 1.0, 5000.0, 3.0, 14.0, 118.0, 1.0]
[6.0793, 32.0, 0.744, 3.0, 0.0, 0.2, 0.74, 1.0, 5000.0, 2.0, 24.0, 115.0, 1.0]
[6.5248, 30.0, 0.88, 2.0, 1.0, 0.3, 0.11, 0.0, 5000.0, 3.0, 39.0, 102.0, 1.0]
[7.3635, 29.0, 0.942, 2.0, 0.0, 0.2, 0.97, 1.0, 5000.0, 3.0, 35.0, 118.0, 1.0]
[6.5651, 33.0, 1.0, 3.0, 4.0, 0.3, 0.87, 1.0, 5000.0, 1.0, 37.0, 84.0, 1.0]
[5.1392, 33.0, 0.872, 3.0, 1.0, 0.6, 0.46, 0.0, 5000.0, 2.0, 19.0, 100.0, 1.0]
[6.651, 27.0, 0.991, 1.0, 0.0, 0.4, 0.9, 1.0, 5000.0, 2.0, 13.0, 110.0, 1.0]
[5.3975, 30.0, 0.786, 3.0, 3.0, 0.7, 0.12, 1.0, 5000.0, 2.0, 28.0, 119.0, 1.0]
[6.8918, 29.0, 0.816, 2.0, 0.0, 0.6, 0.63, 0.0, 5000.0, 1.0, 12.0, 118.0, 1.0]
[6.0012, 35.0, 0.84, 2.0, 1.0, 0.6, 0.95, 1.0, 5000.0, 3.0, 28.0, 84.0, 1.0]
[6.6555, 28.0, 0.864, 1.0, 2.0, 0.7, 0.59, 0.0, 5000.0, 3.0, 31.0, 82.0, 1.0]
[6.6739, 28.0, 0.974, 3.0, 1.0, 0.5, 0.63, 1.0, 5000.0, 3.0, 39.0, 114.0, 1.0]
[7.6533, 31.0, 0.91, 0.0, 1.0, 0.4, 0.8, 0.0, 5000.0, 3.0, 16.0, 86.0, 1.0]
[7.0907, 25.0, 0.796, 0.0, 0.0, 0.3, 0.98, 0.0, 5000.0, 3.0, 14.0, 93.0, 1.0]
[6.5741, 28.0, 0.927, 2.0, 1.0, 0.2, 0.96, 0.0, 5000.0, 2.0, 14.0, 100.0, 1.0]
[6.804, 33.0, 0.982, 4.0, 1.0, 0.4, 0.27, 0.0, 5000.0, 2.0, 26.0, 83.0, 1.0]
[5.6737, 27.0, 0.963, 1.0, 1.0, 0.5, 0.77, 1.0, 5000.0, 2.0, 11.0, 95.0, 1.0]
[5.9718, 33.0, 0.886, 1.0, 2.0, 0.4, 0.52, 0.0, 5000.0, 2.0, 29.0, 120.0, 1.0]
[6.8482, 28.0, 0.901, 3.0, 0.0, 0.2, 0.39, 1.0, 5000.0, 2.0, 14.0, 92.0, 1.0]
[6.4354, 34.0, 0.83, 0.0, 3.0, 0.3, 0.18, 0.0, 5000.0, 2.0, 34.0, 86.0, 1.0]
[5.8465, 31.0, 0.736, 2.0, 1.0, 0.3, 0.76, 0.0, 5000.0, 2.0, 21.0, 91.0, 1.0]
[5.2721, 30.0, 0.977, 3.0, 0.0, 0.3, 0.38, 0.0, 5000.0, 1.0, 32.0, 80.0, 1.0]
[7.8988, 28.0, 0.911, 1.0, 1.0, 0.6, 0.32, 1.0, 5000.0, 1.0, 30.0, 91.0, 1.0]
[6.6748, 33.0, 0.861, 4.0, 4.0, 0.5, 0.9, 1.0, 5000.0, 2.0, 34.0, 107.0, 1.0]
[6.2224, 35.0, 0.88, 1.0, 0.0, 0.5, 0.61, 0.0, 5000.0, 3.0, 17.0, 107.0, 1.0]
[5.4676, 30.0, 0.953, 1.0, 4.0, 0.2, 0.7, 0.0, 5000.0, 3.0, 35.0, 116.0, 1.0]
[5.8208, 31.0, 0.74, 2.0, 1.0, 0.6, 0.25, 1.0, 5000.0, 2.0, 34.0, 104.0, 1.0]
[6.2284, 32.0, 0.777, 0.0, 3.0, 0.5, 0.51, 0.0, 5000.0, 3.0, 40.0, 111.0, 1.0]
[5.5929, 28.0, 0.811, 2.0, 1.0, 0.3, 0.91, 1.0, 5000.0, 3.0, 38.0, 107.0, 1.0]
[5.8998, 31.0, 0.892, 0.0, 3.0, 0.2, 0.16, 0.0, 5000.0, 2.0, 27.0, 114.0, 1.0]
[6.4987, 32.0, 0.838, 3.0, 0.0, 0.2, 0.52, 0.0, 5000.0, 2.0, 35.0, 116.0, 1.0]
[7.3499, 31.0, 0.804, 2.0, 3.0, 0.6, 0.21, 1.0, 5000.0, 2.0, 28.0, 93.0, 1.0]
[7.5055, 29.0, 0.759, 3.0, 3.0, 0.3, 0.3, 1.0, 5000.0, 3.0, 35.0, 101.0, 1.0]
[7.7547, 26.0, 0.791, 2.0, 1.0, 0.2, 0.6, 1.0, 5000.0, 1.0, 15.0, 114.0, 1.0]
[6.0748, 27.0, 0.969, 2.0, 2.0, 0.4, 0.58, 0.0, 5000.0, 1.0, 30.0, 102.0, 1.0]
[5.6745, 30.0, 0.912, 3.0, 4.0, 0.7, 0.7, 1.0, 5000.0, 2.0, 13.0, 91.0, 1.0]
[7.2245, 30.0, 0.743, 4.0, 2.0, 0.5, 0.87, 0.0, 5000.0, 2.0, 22.0, 90.0, 1.0]
[7.5649, 28.0, 0.892, 2.0, 2.0, 0.4, 0.81, 0.0, 5000.0, 2.0, 34.0, 102.0, 1.0]
[5.9776, 30.0, 0.745, 0.0, 1.0, 0.4, 0.46, 0.0, 5000.0, 2.0, 31.0, 84.0, 1.0]
[6.9521, 35.0, 0.775, 3.0, 4.0, 0.1, 0.26, 0.0, 5000.0, 3.0, 35.0, 87.0, 1.0]
[5.8936, 34.0, 0.731, 0.0, 1.0, 0.3, 0.41, 0.0, 5000.0, 2.0, 18.0, 87.0, 1.0]
[5.4635, 34.0, 0.994, 0.0, 2.0, 0.5, 0.72, 1.0, 5000.0, 2.0, 14.0, 90.0, 1.0]
[5.1283, 27.0, 0.755, 2.0, 3.0, 0.6, 0.83, 1.0, 5000.0, 2.0, 31.0, 101.0, 1.0]
[7.3356, 34.0, 0.935, 4.0, 1.0, 0.5, 0.88, 1.0, 5000.0, 2.0, 15.0, 116.0, 1.0]
[6.1836, 33.0, 0.752, 1.0, 1.0, 0.5, 0.75, 1.0, 5000.0, 1.0, 28.0, 84.0, 1.0]
[6.7962, 30.0, 0.958, 2.0, 3.0, 0.7, 0.11, 0.0, 5000.0, 2.0, 36.0, 108.0, 1.0]
[5.6552, 32.0, 0.762, 1.0, 2.0, 0.2, 0.33, 0.0, 5000.0, 2.0, 24.0, 90.0, 1.0]
[7.0418, 27.0, 0.95, 1.0, 3.0, 0.4, 0.36, 0.0, 5000.0, 3.0, 10.0, 103.0, 1.0]
[5.6561, 25.0, 0.921, 2.0, 2.0, 0.2, 0.2, 0.0, 5000.0, 3.0, 36.0, 86.0, 1.0]
[7.0965, 25.0, 0.885, 1.0, 1.0, 0.3, 0.42, 1.0, 5000.0, 2.0, 22.0, 103.0, 1.0]
[5.7806, 31.0, 0.904, 1.0, 2.0, 0.3, 0.55, 1.0, 5000.0, 2.0, 24.0, 113.0, 1.0]
[6.0587, 29.0, 0.924, 2.0, 4.0, 0.4, 0.87, 1.0, 5000.0, 1.0, 21.0, 105.0, 1.0]
[6.4675, 33.0, 0.865, 2.0, 3.0, 0.1, 0.93, 1.0, 5000.0, 2.0, 13.0, 85.0, 1.0]
[5.9923, 28.0, 0.868, 0.0, 2.0, 0.5, 0.2, 1.0, 5000.0, 2.0, 16.0, 117.0, 1.0]
[6.1096, 26.0, 0.782, 0.0, 3.0, 0.2, 0.36, 0.0, 5000.0, 1.0, 23.0, 82.0, 1.0]
[6.3214, 32.0, 0.888, 1.0, 2.0, 0.3, 0.77, 1.0, 5000.0, 1.0, 14.0, 100.0, 1.0]
[5.8385, 30.0, 0.906, 0.0, 4.0, 0.3, 0.13, 1.0, 5000.0, 2.0, 37.0, 110.0, 1.0]
[5.425, 31.0, 0.849, 2.0, 0.0, 0.3, 0.74, 1.0, 5000.0, 2.0, 17.0, 119.0, 1.0]
[5.4612, 30.0, 0.906, 2.0, 1.0, 0.4, 0.16, 1.0, 5000.0, 2.0, 16.0, 86.0, 1.0]
[6.022, 33.0, 0.983, 4.0, 4.0, 0.6, 0.22, 1.0, 5000.0, 1.0, 22.0, 96.0, 1.0]
[6.9109, 29.0, 0.841, 2.0, 1.0, 0.2, 0.11, 1.0, 5000.0, 3.0, 13.0, 107.0, 1.0]
[6.2137, 33.0, 0.932, 3.0, 0.0, 0.2, 0.78, 0.0, 5000.0, 2.0, 30.0, 87.0, 1.0]
[5.746, 28.0, 0.884, 4.0, 0.0, 0.6, 0.52, 0.0, 5000.0, 2.0, 10.0, 98.0, 1.0]
[6.7051, 31.0, 0.854, 1.0, 2.0, 0.6, 0.67, 0.0, 5000.0, 1.0, 11.0, 83.0, 1.0]
[6.6264, 32.0, 0.94, 0.0, 1.0, 0.5, 0.91, 1.0, 5000.0, 1.0, 37.0, 87.0, 1.0]
[5.5547, 33.0, 0.825, 3.0, 4.0, 0.3, 0.61, 1.0, 5000.0, 2.0, 15.0, 117.0, 1.0]
[6.2781, 27.0, 0.827, 3.0, 3.0, 0.5, 0.83, 1.0, 5000.0, 2.0, 21.0, 117.0, 1.0]
[6.1419, 31.0, 0.865, 4.0, 3.0, 0.4, 0.56, 1.0, 5000.0, 2.0, 16.0, 100.0, 1.0]
[6.7321, 29.0, 0.727, 3.0, 0.0, 0.5, 0.25, 0.0, 5000.0, 3.0, 29.0, 114.0, 1.0]
[6.2017, 29.0, 0.836, 1.0, 0.0, 0.7, 0.7, 0.0, 5000.0, 1.0, 12.0, 97.0, 1.0]
[6.4714, 27.0, 0.801, 0.0, 1.0, 0.3, 0.11, 1.0, 5000.0, 3.0, 38.0, 94.0, 1.0]
[6.9831, 28.0, 0.941, 3.0, 4.0, 0.6, 0.23, 0.0, 5000.0, 1.0, 21.0, 105.0, 1.0]
[5.6191, 30.0, 0.827, 3.0, 2.0, 0.5, 0.93, 0.0, 5000.0, 2.0, 39.0, 89.0, 1.0]
[5.7517, 33.0, 0.937, 3.0, 3.0, 0.6, 0.42, 0.0, 5000.0, 2.0, 28.0, 94.0, 1.0]
[5.4812, 28.0, 0.823, 0.0, 0.0, 0.2, 0.21, 0.0, 5000.0, 1.0, 25.0, 83.0, 1.0]
[7.3741, 31.0, 0.969, 3.0, 1.0, 0.6, 0.61, 0.0, 5000.0, 3.0, 32.0, 113.0, 1.0]
[7.0994, 31.0, 0.927, 2.0, 3.0, 0.7, 0.28, 0.0, 5000.0, 2.0, 32.0, 107.0, 1.0]
[5.8256, 34.0, 0.742, 2.0, 1.0, 0.5, 0.73, 1.0, 5000.0, 2.0, 14.0, 115.0, 1.0]
[7.296, 29.0, 0.784, 2.0, 1.0, 0.6, 0.41, 0.0, 5000.0, 1.0, 23.0, 103.0, 1.0]
[7.1939, 28.0, 0.945, 3.0, 0.0, 0.5, 0.96, 0.0, 5000.0, 3.0, 36.0, 115.0, 1.0]
[6.6342, 30.0, 0.738, 4.0, 4.0, 0.3, 0.85, 1.0, 5000.0, 1.0, 32.0, 116.0, 1.0]
[6.1209, 38.0, 0.967, 3.0, 2.0, 0.2, 0.17, 1.0, 5000.0, 3.0, 34.0, 111.0, 1.0]
[5.0761, 29.0, 0.906, 2.0, 1.0, 0.5, 0.26, 0.0, 5000.0, 3.0, 32.0, 114.0, 1.0]
[7.3021, 28.0, 0.791, 4.0, 0.0, 0.5, 0.62, 1.0, 5000.0, 1.0, 36.0, 81.0, 1.0]
[5.9614, 28.0, 0.847, 2.0, 3.0, 0.2, 0.99, 0.0, 5000.0, 1.0, 35.0, 111.0, 1.0]
[7.5587, 27.0, 0.855, 3.0, 1.0, 0.6, 0.48, 1.0, 5000.0, 3.0, 24.0, 111.0, 1.0]
[5.6574, 32.0, 0.756, 2.0, 0.0, 0.6, 0.24, 1.0, 5000.0, 1.0, 12.0, 109.0, 1.0]
[5.8838, 32.0, 0.743, 3.0, 2.0, 0.2, 0.89, 1.0, 5000.0, 3.0, 20.0, 110.0, 1.0]
[6.0649, 32.0, 0.717, 3.0, 0.0, 0.6, 0.54, 0.0, 5000.0, 3.0, 27.0, 100.0, 1.0]
[5.943, 26.0, 0.817, 2.0, 1.0, 0.1, 0.94, 0.0, 5000.0, 2.0, 22.0, 119.0, 1.0]
[6.5105, 34.0, 0.75, 2.0, 2.0, 0.3, 0.95, 0.0, 5000.0, 2.0, 15.0, 83.0, 1.0]
[6.763, 29.0, 0.767, 3.0, 3.0, 0.3, 0.6, 1.0, 5000.0, 3.0, 30.0, 108.0, 1.0]
[7.3796, 32.0, 0.872, 1.0, 1.0, 0.1, 0.1, 0.0, 5000.0, 3.0, 35.0, 92.0, 1.0]
[6.6768, 33.0, 0.877, 2.0, 2.0, 0.3, 0.82, 0.0, 5000.0, 2.0, 21.0, 98.0, 1.0]
[6.7762, 26.0, 0.722, 3.0, 0.0, 0.2, 0.27, 1.0, 5000.0, 2.0, 39.0, 104.0, 1.0]
[6.3241, 27.0, 0.832, 2.0, 2.0, 0.4, 0.91, 1.0, 5000.0, 3.0, 28.0, 109.0, 1.0]
[6.9918, 31.0, 0.74, 4.0, 4.0, 0.5, 0.14, 1.0, 5000.0, 3.0, 16.0, 115.0, 1.0]
[5.4626, 32.0, 0.98, 3.0, 1.0, 0.4, 0.69, 1.0, 5000.0, 2.0, 13.0, 86.0, 1.0]
[5.13, 28.0, 0.891, 3.0, 2.0, 0.3, 0.3, 1.0, 5000.0, 2.0, 19.0, 89.0, 1.0]
[6.9164, 29.0, 0.705, 4.0, 2.0, 0.5, 0.68, 0.0, 5000.0, 2.0, 22.0, 111.0, 1.0]
[6.2322, 30.0, 0.78, 3.0, 3.0, 0.7, 0.47, 0.0, 5000.0, 3.0, 33.0, 89.0, 1.0]
[5.5414, 30.0, 0.893, 4.0, 2.0, 0.4, 0.88, 0.0, 5000.0, 2.0, 31.0, 94.0, 1.0]
[5.7083, 36.0, 0.963, 3.0, 2.0, 0.6, 0.63, 1.0, 5000.0, 2.0, 20.0, 119.0, 1.0]
[5.4163, 28.0, 0.994, 4.0, 2.0, 0.4, 0.26, 0.0, 5000.0, 3.0, 20.0, 108.0, 1.0]
[7.6279, 30.0, 0.727, 3.0, 3.0, 0.7, 0.61, 0.0, 5000.0, 2.0, 16.0, 103.0, 1.0]
[5.5096, 28.0, 0.798, 2.0, 2.0, 0.7, 0.56, 0.0, 5000.0, 1.0, 40.0, 89.0, 1.0]
[5.2364, 28.0, 0.978, 3.0, 4.0, 0.5, 0.45, 1.0, 5000.0, 2.0, 38.0, 94.0, 1.0]
[7.122, 34.0, 0.844, 3.0, 0.0, 0.5, 0.86, 1.0, 5000.0, 3.0, 24.0, 117.0, 1.0]
[5.387, 30.0, 0.756, 2.0, 0.0, 0.6, 0.57, 0.0, 5000.0, 2.0, 37.0, 90.0, 1.0]
[5.7133, 31.0, 0.717, 1.0, 2.0, 0.1, 0.97, 1.0, 5000.0, 3.0, 26.0, 116.0, 1.0]
[7.8665, 34.0, 0.798, 1.0, 4.0, 0.1, 0.53, 1.0, 5000.0, 2.0, 20.0, 83.0, 1.0]
[6.0954, 26.0, 0.772, 4.0, 0.0, 0.3, 0.17, 1.0, 5000.0, 2.0, 36.0, 107.0, 1.0]
[6.212, 27.0, 0.858, 3.0, 1.0, 0.6, 0.72, 0.0, 5000.0, 2.0, 15.0, 83.0, 1.0]
[5.5765, 34.0, 0.79, 0.0, 4.0, 0.2, 0.27, 0.0, 5000.0, 3.0, 25.0, 94.0, 1.0]
[7.3108, 27.0, 0.75, 1.0, 3.0, 0.6, 0.12, 1.0, 5000.0, 1.0, 35.0, 118.0, 1.0]
[5.9639, 30.0, 0.866, 3.0, 4.0, 0.2, 0.37, 0.0, 5000.0, 1.0, 22.0, 116.0, 1.0]
[6.3189, 31.0, 0.968, 3.0, 1.0, 0.2, 0.79, 1.0, 5000.0, 1.0, 32.0, 107.0, 1.0]
[6.3367, 34.0, 0.743, 3.0, 4.0, 0.2, 0.75, 1.0, 5000.0, 3.0, 18.0, 98.0, 1.0]
[6.2737, 31.0, 0.915, 2.0, 1.0, 0.3, 0.96, 1.0, 5000.0, 1.0, 18.0, 98.0, 1.0]
[5.7328, 31.0, 0.955, 1.0, 2.0, 0.2, 0.39, 1.0, 5000.0, 3.0, 34.0, 80.0, 1.0]
[6.6109, 28.0, 0.807, 3.0, 2.0, 0.6, 0.63, 1.0, 5000.0, 2.0, 33.0, 109.0, 1.0]
[6.3784, 31.0, 0.709, 3.0, 1.0, 0.4, 0.59, 1.0, 5000.0, 1.0, 33.0, 118.0, 1.0]
[6.7494, 28.0, 0.823, 1.0, 3.0, 0.2, 0.95, 0.0, 5000.0, 1.0, 33.0, 90.0, 1.0]
[5.1001, 32.0, 0.915, 2.0, 4.0, 0.6, 0.83, 1.0, 5000.0, 2.0, 30.0, 103.0, 1.0]
[6.517, 32.0, 0.701, 1.0, 0.0, 0.4, 0.79, 1.0, 5000.0, 2.0, 24.0, 85.0, 1.0]
[7.0768, 29.0, 0.795, 3.0, 3.0, 0.2, 0.5, 1.0, 5000.0, 3.0, 37.0, 83.0, 1.0]
[6.4055, 34.0, 0.941, 3.0, 0.0, 0.3, 0.4, 0.0, 5000.0, 2.0, 21.0, 98.0, 1.0]
[5.9699, 26.0, 0.816, 3.0, 0.0, 0.6, 0.92, 1.0, 5000.0, 2.0, 24.0, 83.0, 1.0]
[6.4327, 34.0, 0.756, 0.0, 2.0, 0.3, 0.29, 1.0, 5000.0, 1.0, 28.0, 96.0, 1.0]
[5.3112, 29.0, 0.85, 3.0, 0.0, 0.6, 0.27, 1.0, 5000.0, 3.0, 27.0, 99.0, 1.0]
[7.9772, 30.0, 0.968, 3.0, 1.0, 0.5, 0.4, 1.0, 5000.0, 2.0, 28.0, 110.0, 1.0]
[6.6492, 33.0, 0.918, 3.0, 0.0, 0.6, 0.5, 1.0, 5000.0, 1.0, 37.0, 115.0, 1.0]
[5.9119, 31.0, 0.915, 4.0, 1.0, 0.6, 0.21, 1.0, 5000.0, 3.0, 33.0, 99.0, 1.0]
[6.4105, 28.0, 0.956, 0.0, 1.0, 0.7, 0.56, 1.0, 5000.0, 2.0, 19.0, 87.0, 1.0]
[5.9011, 33.0, 0.745, 0.0, 2.0, 0.6, 0.48, 0.0, 5000.0, 1.0, 14.0, 107.0, 1.0]
[5.6108, 28.0, 0.787, 4.0, 4.0, 0.1, 0.53, 1.0, 5000.0, 1.0, 11.0, 118.0, 1.0]
[5.5396, 34.0, 0.884, 2.0, 1.0, 0.1, 0.65, 1.0, 5000.0, 2.0, 12.0, 100.0, 1.0]
[5.7811, 31.0, 0.974, 3.0, 3.0, 0.3, 0.42, 1.0, 5000.0, 1.0, 11.0, 85.0, 1.0]
[6.088, 25.0, 0.998, 3.0, 0.0, 0.3, 0.2, 1.0, 5000.0, 2.0, 15.0, 88.0, 1.0]
[5.0225, 38.0, 0.841, 2.0, 1.0, 0.2, 0.65, 0.0, 5000.0, 3.0, 11.0, 80.0, 1.0]
[5.5494, 30.0, 0.791, 2.0, 2.0, 0.4, 0.5, 0.0, 5000.0, 3.0, 33.0, 80.0, 1.0]
[7.872, 28.0, 0.87, 1.0, 3.0, 0.4, 0.43, 1.0, 5000.0, 3.0, 19.0, 112.0, 1.0]
[5.2092, 26.0, 0.932, 3.0, 3.0, 0.5, 0.16, 0.0, 5000.0, 2.0, 12.0, 110.0, 1.0]
[7.6662, 30.0, 0.801, 1.0, 0.0, 0.4, 0.27, 1.0, 5000.0, 3.0, 32.0, 91.0, 1.0]
[5.4481, 32.0, 0.848, 3.0, 2.0, 0.2, 0.74, 0.0, 5000.0, 2.0, 10.0, 115.0, 1.0]
[6.5034, 28.0, 0.82, 4.0, 3.0, 0.6, 0.14, 0.0, 5000.0, 1.0, 13.0, 104.0, 1.0]
[6.7179, 31.0, 0.969, 0.0, 3.0, 0.3, 0.48, 0.0, 5000.0, 2.0, 19.0, 100.0, 1.0]
[7.5462, 30.0, 0.831, 1.0, 3.0, 0.5, 0.55, 1.0, 5000.0, 2.0, 40.0, 106.0, 1.0]
[6.2007, 32.0, 0.809, 2.0, 2.0, 0.7, 0.95, 0.0, 5000.0, 1.0, 37.0, 97.0, 1.0]
[7.9569, 29.0, 0.924, 3.0, 2.0, 0.2, 0.88, 0.0, 5000.0, 2.0, 16.0, 116.0, 1.0]
[7.3552, 30.0, 0.9, 3.0, 0.0, 0.3, 0.65, 0.0, 5000.0, 2.0, 11.0, 96.0, 1.0]
[6.8168, 27.0, 0.812, 2.0, 2.0, 0.4, 0.8, 0.0, 5000.0, 3.0, 19.0, 113.0, 1.0]
[5.4367, 28.0, 0.985, 0.0, 3.0, 0.5, 0.28, 0.0, 5000.0, 1.0, 39.0, 92.0, 1.0]
[7.4506, 29.0, 0.888, 0.0, 0.0, 0.2, 0.56, 1.0, 5000.0, 2.0, 27.0, 108.0, 1.0]
[6.1631, 34.0, 0.786, 1.0, 2.0, 0.5, 0.51, 1.0, 5000.0, 2.0, 33.0, 113.0, 1.0]
[5.0144, 29.0, 0.793, 4.0, 3.0, 0.5, 0.72, 1.0, 5000.0, 1.0, 21.0, 92.0, 1.0]
[5.9625, 28.0, 0.825, 1.0, 2.0, 0.2, 0.63, 0.0, 5000.0, 2.0, 39.0, 85.0, 1.0]
[6.6942, 30.0, 0.975, 2.0, 3.0, 0.4, 0.49, 0.0, 5000.0, 1.0, 28.0, 99.0, 1.0]
[5.8116, 34.0, 0.976, 2.0, 1.0, 0.4, 0.13, 1.0, 5000.0, 2.0, 38.0, 100.0, 1.0]
[6.1741, 31.0, 0.868, 1.0, 4.0, 0.5, 0.15, 0.0, 5000.0, 2.0, 14.0, 81.0, 1.0]
[5.7997, 25.0, 0.894, 2.0, 4.0, 0.7, 0.27, 1.0, 5000.0, 2.0, 37.0, 105.0, 1.0]
[6.572, 29.0, 0.999, 3.0, 2.0, 0.2, 0.82, 0.0, 5000.0, 3.0, 16.0, 112.0, 1.0]
[6.3763, 35.0, 0.967, 4.0, 3.0, 0.6, 0.98, 1.0, 5000.0, 2.0, 34.0, 117.0, 1.0]
[6.2652, 27.0, 0.737, 4.0, 2.0, 0.6, 1.0, 0.0, 5000.0, 2.0, 38.0, 111.0, 1.0]
[5.2491, 28.0, 0.884, 4.0, 3.0, 0.3, 0.43, 0.0, 5000.0, 2.0, 36.0, 97.0, 1.0]
